allstr,str_num,num_string,allnum,disc_num,nomeaning_num,nomeaning_str,missing10,missing50,targetnum,targetstr
q,1,6755,228,0,1,T,1,,1,T
h,y,3106,8582,5,1,T,1,,1,T
h,r,166,5830,9,1,T,1,,1,T
z,q,7114,8650,2,1,T,1,,1,T
p,7,6442,8425,9,1,T,1,,1,T
e,e,4788,5658,3,1,T,1,,1,T
j,t,2096,2695,5,1,T,1,,1,T
q,2,3419,9563,3,1,T,1,,1,T
r,u,3186,4398,5,1,T,1,,1,T
g,y,8769,9280,0,1,T,1,,1,T
s,e,2027,3049,9,1,T,1,,1,T
h,7,4638,7252,7,1,T,1,,1,T
p,u,7096,2314,3,1,T,1,,1,T
j,e,5838,1242,9,1,T,1,,1,T
n,r,3977,1720,6,1,T,1,,1,T
b,4,694,1438,9,1,T,1,,1,T
a,4,4565,9009,9,1,T,1,,1,T
k,u,8334,4970,7,1,T,1,,1,T
g,7,1190,2706,9,1,T,1,,1,T
u,r,4838,5950,8,1,T,1,,1,T
c,e,6672,8611,1,1,T,1,,1,T
h,3,3415,7894,2,1,T,1,,1,T
p,5,2624,7897,3,1,T,1,,1,T
o,p,5544,261,3,1,T,1,,1,T
t,6,6200,4639,0,1,T,1,,1,T
e,0,4727,5541,2,1,T,1,,1,T
n,3,1687,2480,8,1,T,1,,1,T
j,w,100,1789,9,1,T,1,,1,T
f,8,8123,1654,8,1,T,1,,1,T
p,8,4282,689,10,1,T,1,,1,T
y,y,9953,6844,7,1,T,1,,1,T
b,p,797,764,8,1,T,1,,1,T
q,8,3942,2150,1,1,T,1,,1,T
o,1,3968,792,4,1,T,1,,1,T
h,i,6266,3428,1,1,T,1,,1,T
c,u,8539,3869,10,1,T,1,,1,T
g,7,9794,7696,9,1,T,1,,1,T
x,9,6320,951,10,1,T,1,,1,T
y,6,4719,9341,7,1,T,1,,1,T
e,t,2311,6872,7,1,T,1,,1,T
k,u,7920,9329,3,1,T,1,,1,T
x,u,3765,3486,2,1,T,1,,1,T
z,t,8317,4726,7,1,T,1,,1,T
h,e,2836,4024,10,1,T,1,,1,T
z,o,9115,2472,10,1,T,1,,1,T
j,0,7945,6909,4,1,T,1,,1,T
i,r,8248,8366,6,1,T,1,,1,T
k,p,9258,4996,2,1,T,1,,1,T
f,1,3696,8619,2,1,T,1,,1,T
i,i,1667,942,0,1,T,1,,1,T
d,u,8337,7128,4,1,T,1,,1,T
t,5,6230,9776,5,1,T,1,,1,T
f,4,4014,2492,6,1,T,1,,1,T
l,4,9486,2834,8,1,T,1,,1,T
l,8,7455,7802,3,1,T,1,,1,T
a,o,930,8625,9,1,T,1,,1,T
k,8,6610,3495,3,1,T,1,,1,T
b,e,7665,2983,4,1,T,1,,1,T
a,1,8784,6212,5,1,T,1,,1,T
k,2,5294,676,8,1,T,1,,1,T
k,i,7173,7732,8,1,T,1,,1,T
f,p,9756,5540,0,1,T,1,,1,T
w,p,3083,7446,1,1,T,1,,1,T
x,t,4087,1674,9,1,T,1,,1,T
j,o,355,438,0,1,T,1,,1,T
e,2,5961,2309,2,1,T,1,,1,T
k,5,7073,8546,10,1,T,1,,1,T
q,r,2046,7877,0,1,T,1,,1,T
x,0,7910,8236,6,1,T,1,,1,T
c,u,2798,907,5,1,T,1,,1,T
j,e,2778,6909,1,1,T,1,,1,T
h,6,6990,1218,7,1,T,1,,1,T
d,r,1378,860,1,1,T,1,,1,T
e,7,4139,7734,3,1,T,1,,1,T
y,1,4032,1244,8,1,T,1,,1,T
x,2,1625,6419,4,1,T,1,,1,T
s,0,9767,510,1,1,T,1,,1,T
e,p,972,7118,5,1,T,1,,1,T
h,5,1602,5962,0,1,T,1,,1,T
c,u,5876,7228,10,1,T,1,,1,T
m,1,4925,9764,0,1,T,1,,1,T
o,e,5588,7346,1,1,T,1,,1,T
i,i,4989,1678,9,1,T,1,,1,T
y,6,9864,990,5,1,T,1,,1,T
h,e,3639,9267,8,1,T,1,,1,T
u,q,8339,7322,10,1,T,1,,1,T
s,3,9949,3012,5,1,T,1,,1,T
k,p,3524,7525,1,1,T,1,,1,T
u,5,97,3149,0,1,T,1,,1,T
y,6,7716,6843,0,1,T,1,,1,T
g,1,3955,6973,3,1,T,1,,1,T
v,o,6212,333,1,1,T,1,,1,T
i,0,9805,476,8,1,T,1,,1,T
f,t,2019,3064,6,1,T,1,,1,T
n,0,9797,4374,1,1,T,1,,1,T
h,i,3276,5190,9,1,T,1,,1,T
i,y,3772,6941,10,1,T,1,,1,T
f,p,1339,925,7,1,T,1,,1,T
a,8,2563,7567,4,1,T,1,,1,T
w,i,7985,9325,8,1,T,1,,1,T
j,6,8806,5119,7,1,T,1,,1,T
x,0,8699,589,9,1,T,1,,1,T
w,w,5822,9233,8,1,T,1,,1,T
f,1,6178,6735,7,1,T,1,,1,T
t,p,1486,7145,1,1,T,1,,1,T
c,u,1751,5684,0,1,T,1,,1,T
v,o,9618,9882,0,1,T,1,,1,T
r,q,2972,6696,0,1,T,1,,1,T
s,5,7387,5179,2,1,T,1,,1,T
b,w,9238,9948,0,1,T,1,,1,T
o,u,2797,4718,10,1,T,1,,1,T
k,8,8517,9067,3,1,T,1,,1,T
k,3,4211,1335,5,1,T,1,,1,T
p,o,4858,5925,4,1,T,1,,1,T
k,i,4349,4415,4,1,T,1,,1,T
u,e,9945,5516,0,1,T,1,,1,T
q,3,7151,7204,10,1,T,1,,1,T
q,5,9714,6145,7,1,T,1,,1,T
d,1,30,9404,0,1,T,1,,1,T
w,2,1231,1560,8,1,T,1,,1,T
o,5,2692,532,6,1,T,1,,1,T
o,y,9331,3048,6,1,T,1,,1,T
r,9,1862,540,0,1,T,1,,1,T
a,7,6017,9130,2,1,T,1,,1,T
c,0,3370,8847,3,1,T,1,,1,T
h,o,5225,8314,7,1,T,1,,1,T
e,8,7156,1349,0,1,T,1,,1,T
z,y,8947,8854,3,1,T,1,,1,T
s,5,5637,8195,0,1,T,1,,1,T
q,y,119,5999,9,1,T,1,,1,T
l,0,6405,6685,10,1,T,1,,1,T
p,3,6380,398,1,1,T,1,,1,T
i,r,123,3283,7,1,T,1,,1,T
p,7,9010,1210,5,1,T,1,,1,T
f,1,7904,1099,0,1,T,1,,1,T
v,w,4658,7688,0,1,T,1,,1,T
b,7,2153,9471,0,1,T,1,,1,T
j,y,3697,8324,1,1,T,1,,1,T
n,5,8726,5260,6,1,T,1,,1,T
c,1,8976,5482,4,1,T,1,,1,T
m,3,6616,6047,5,1,T,1,,1,T
h,q,770,1380,6,1,T,1,,1,T
l,3,959,1031,6,1,T,1,,1,T
b,y,66,2366,5,1,T,1,,1,T
k,e,7906,1140,9,1,T,1,,1,T
k,r,2582,8559,0,1,T,1,,1,T
h,q,985,4706,6,1,T,1,,1,T
n,3,1491,2609,9,1,T,1,,1,T
c,6,1648,1863,3,1,T,1,,1,T
s,1,8786,9339,2,1,T,1,,1,T
a,0,3608,2962,1,1,T,1,,1,T
h,8,179,1972,7,1,T,1,,1,T
g,7,622,9853,4,1,T,1,,1,T
t,u,4493,9466,2,1,T,1,,1,T
s,1,6546,2244,3,1,T,1,,1,T
g,w,234,3769,4,1,T,1,,1,T
n,i,1477,2068,1,1,T,1,,1,T
c,o,1147,6367,10,1,T,1,,1,T
j,u,5179,9130,8,1,T,1,,1,T
b,u,3708,9786,10,1,T,1,,1,T
h,q,232,9889,9,1,T,1,,1,T
j,r,1683,3200,5,1,T,1,,1,T
s,1,2520,3293,9,1,T,1,,1,T
e,u,2227,1531,4,1,T,1,,1,T
x,1,4716,3261,4,1,T,1,,1,T
r,5,1332,1758,6,1,T,1,,1,T
s,e,7084,8917,1,1,T,1,,1,T
w,3,9558,2329,7,1,T,1,,1,T
h,o,9541,7363,2,1,T,1,,1,T
t,2,2990,7058,5,1,T,1,,1,T
g,i,8184,1928,0,1,T,1,,1,T
y,r,2321,8158,5,1,T,1,,1,T
t,w,5611,3506,5,1,T,1,,1,T
i,i,2468,7284,7,1,T,1,,1,T
a,y,59,2039,9,1,T,1,,1,T
t,o,7315,8293,9,1,T,1,,1,T
s,9,9005,1016,6,1,T,1,,1,T
v,6,8589,9412,2,1,T,1,,1,T
b,u,7150,591,6,1,T,1,,1,T
n,y,1064,5192,4,1,T,1,,1,T
a,p,3271,5116,9,1,T,1,,1,T
r,5,8821,7002,1,1,T,1,,1,T
z,i,893,5724,1,1,T,1,,1,T
a,y,4174,5635,2,1,T,1,,1,T
p,w,5769,7313,6,1,T,1,,1,T
q,r,932,9641,6,1,T,1,,1,T
t,t,350,5337,4,1,T,1,,1,T
z,5,5331,1546,6,1,T,1,,1,T
l,r,8872,8621,9,1,T,1,,1,T
o,t,6590,1489,8,1,T,1,,1,T
t,t,1078,3547,9,1,T,1,,1,T
v,8,9623,5738,3,1,T,1,,1,T
t,6,5979,4653,2,1,T,1,,1,T
q,0,3639,2568,10,1,T,1,,1,T
e,p,52,5361,6,1,T,1,,1,T
s,9,9743,5362,8,1,T,1,,1,T
m,r,255,1712,9,1,T,1,,1,T
b,9,1620,4912,1,1,T,1,,1,T
w,r,8863,7623,2,1,T,1,,1,T
c,i,3831,8672,3,1,T,1,,1,T
n,1,7687,1991,2,1,T,1,,1,T
g,t,3378,4543,6,1,T,1,,1,T
u,6,2848,8136,8,1,T,1,,1,T
c,9,1633,4482,7,1,T,1,,1,T
e,3,602,5843,4,1,T,1,,1,T
g,7,3821,3808,7,1,T,1,,1,T
i,2,207,3020,8,1,T,1,,1,T
i,1,1470,7152,8,1,T,1,,1,T
r,2,3250,5958,2,1,T,1,,1,T
a,p,388,4951,6,1,T,1,,1,T
w,y,7701,4370,2,1,T,1,,1,T
s,4,8695,8105,8,1,T,1,,1,T
z,8,9231,5071,10,1,T,1,,1,T
p,1,3394,2563,10,1,T,1,,1,T
o,6,5847,5835,4,1,T,1,,1,T
n,4,272,7449,1,1,T,1,,1,T
i,o,1555,9801,0,1,T,1,,1,T
r,2,6233,3230,4,1,T,1,,1,T
v,y,6899,1361,10,1,T,1,,1,T
x,t,6679,9627,9,1,T,1,,1,T
u,6,4707,326,8,1,T,1,,1,T
l,w,1732,8551,1,1,T,1,,1,T
s,6,143,7134,6,1,T,1,,1,T
c,8,7041,5457,4,1,T,1,,1,T
b,0,2669,4609,5,1,T,1,,1,T
s,e,3322,1506,6,1,T,1,,1,T
w,q,685,8957,10,1,T,1,,1,T
h,o,1369,2942,2,1,T,1,,1,T
e,1,5559,2683,5,1,T,1,,1,T
t,p,9652,9315,3,1,T,1,,1,T
l,9,7869,52,7,1,T,1,,1,T
d,t,2960,9422,8,1,T,1,,1,T
s,y,4000,4571,2,1,T,1,,1,T
j,w,3073,8667,2,1,T,1,,1,T
p,3,4225,1541,7,1,T,1,,1,T
f,8,7949,429,4,1,T,1,,1,T
i,r,1654,264,6,1,T,1,,1,T
i,4,3162,2862,7,1,T,1,,1,T
k,4,2016,5598,2,1,T,1,,1,T
l,9,2417,1179,6,1,T,1,,1,T
m,w,4344,6750,9,1,T,1,,1,T
i,4,6379,7803,2,1,T,1,,1,T
s,p,2939,1147,8,1,T,1,,1,T
k,5,3382,6225,2,1,T,1,,1,T
x,q,7334,1364,10,1,T,1,,1,T
r,9,4044,4953,6,1,T,1,,1,T
y,7,9928,956,6,1,T,1,,1,T
e,r,2852,2143,7,1,T,1,,1,T
y,6,6218,117,7,1,T,1,,1,T
d,8,5811,3592,6,1,T,1,,1,T
a,y,3874,6358,4,1,T,1,,1,T
s,8,5144,7562,7,1,T,1,,1,T
o,u,6358,2637,4,1,T,1,,1,T
z,9,6964,3003,6,1,T,1,,1,T
t,p,7567,3555,4,1,T,1,,1,T
e,e,5409,7487,6,1,T,1,,1,T
s,y,3482,574,7,1,T,1,,1,T
t,1,6793,1470,9,1,T,1,,1,T
e,5,5480,3239,9,1,T,1,,1,T
i,3,7544,3054,8,1,T,1,,1,T
o,6,5691,1507,8,1,T,1,,1,T
q,y,2571,7961,6,1,T,1,,1,T
k,4,258,7067,6,1,T,1,,1,T
i,r,2721,2171,4,1,T,1,,1,T
g,7,7595,9691,0,1,T,1,,1,T
k,p,6713,5642,3,1,T,1,,1,T
y,4,7408,3173,2,1,T,1,,1,T
q,r,8557,2656,7,1,T,1,,1,T
l,w,95,7279,1,1,T,1,,1,T
b,6,4980,6794,8,1,T,1,,1,T
r,1,7601,3612,5,1,T,1,,1,T
i,5,7329,1243,0,1,T,1,,1,T
o,2,3136,7252,3,1,T,1,,1,T
a,t,1795,5578,0,1,T,1,,1,T
s,w,323,1763,3,1,T,1,,1,T
v,6,9454,7348,2,1,T,1,,1,T
a,u,6894,7342,7,1,T,1,,1,T
e,t,7784,4491,4,1,T,1,,1,T
a,4,2544,3301,4,1,T,1,,1,T
l,2,958,6756,7,1,T,1,,1,T
p,9,8286,2514,8,1,T,1,,1,T
m,q,9818,9949,7,1,T,1,,1,T
h,0,5337,8382,3,1,T,1,,1,T
p,4,9266,6138,4,1,T,1,,1,T
m,0,6313,7284,10,1,T,1,,1,T
h,e,2233,181,0,1,T,1,,1,T
q,u,1763,9507,3,1,T,1,,1,T
o,w,5031,4772,9,1,T,1,,1,T
k,3,3186,3383,8,1,T,1,,1,T
q,1,2986,3855,8,1,T,1,,1,T
e,2,6136,1749,4,1,T,1,,1,T
v,4,6274,2026,10,1,T,1,,1,T
a,q,1515,9302,6,1,T,1,,1,T
q,5,1489,2638,2,1,T,1,,1,T
w,y,7690,4108,8,1,T,1,,1,T
p,2,7232,3324,3,1,T,1,,1,T
t,t,1827,2028,6,1,T,1,,1,T
t,2,8496,3309,9,1,T,1,,1,T
j,y,6426,3556,4,1,T,1,,1,T
z,i,7274,8185,10,1,T,1,,1,T
t,q,77,1359,4,1,T,1,,1,T
c,w,2033,2271,4,1,T,1,,1,T
e,y,1249,9729,5,1,T,1,,1,T
h,i,8790,7193,9,1,T,1,,1,T
h,i,1223,5864,2,1,T,1,,1,T
j,r,9175,6317,2,1,T,1,,1,T
e,w,320,5111,6,1,T,1,,1,T
q,0,2734,1441,9,1,T,1,,1,T
l,u,9410,3376,10,1,T,1,,1,T
l,r,7233,5810,7,1,T,1,,1,T
t,y,4853,3856,1,1,T,1,,1,T
b,r,4502,1595,0,1,T,1,,1,T
f,0,2267,8211,4,1,T,1,,1,T
w,2,1938,9467,6,1,T,1,,1,T
g,o,9490,1718,9,1,T,1,,1,T
o,7,2611,769,9,1,T,1,,1,T
i,w,1110,6465,9,1,T,1,,1,T
m,3,4639,5789,1,1,T,1,,1,T
z,e,6962,5037,4,1,T,1,,1,T
p,9,1746,3308,8,1,T,1,,1,T
n,i,1272,1930,1,1,T,1,,1,T
r,t,3734,583,5,1,T,1,,1,T
s,o,7846,3422,6,1,T,1,,1,T
d,0,2269,408,1,1,T,1,,1,T
i,5,4323,1721,2,1,T,1,,1,T
p,p,3330,1594,7,1,T,1,,1,T
w,7,3083,6150,0,1,T,1,,1,T
n,p,4197,8254,4,1,T,1,,1,T
q,u,6914,3268,5,1,T,1,,1,T
x,9,4032,8004,10,1,T,1,,1,T
h,9,7878,7462,0,1,T,1,,1,T
p,e,3140,8461,10,1,T,1,,1,T
s,i,2655,5793,10,1,T,1,,1,T
x,8,2953,9805,5,1,T,1,,1,T
b,4,9700,6195,4,1,T,1,,1,T
b,q,7743,9608,0,1,T,1,,1,T
c,9,7314,9158,3,1,T,1,,1,T
k,4,4612,2796,0,1,T,1,,1,T
n,9,6807,7911,6,1,T,1,,1,T
q,u,7207,1445,8,1,T,1,,1,T
n,5,4833,8382,0,1,T,1,,1,T
a,e,1159,2822,9,1,T,1,,1,T
o,8,9301,8799,2,1,T,1,,1,T
s,e,2786,5048,7,1,T,1,,1,T
b,7,8544,9084,1,1,T,1,,1,T
c,w,6350,7236,8,1,T,1,,1,T
b,9,970,5774,7,1,T,1,,1,T
y,r,9870,413,6,1,T,1,,1,T
a,t,6999,4648,0,1,T,1,,1,T
n,e,2155,9795,4,1,T,1,,1,T
f,0,8294,5892,9,1,T,1,,1,T
e,i,6584,4237,6,1,T,1,,1,T
d,2,5567,7752,1,1,T,1,,1,T
d,0,4827,3228,1,1,T,1,,1,T
y,5,9974,4795,1,1,T,1,,1,T
b,2,276,6318,10,1,T,1,,1,T
x,4,9747,4646,1,1,T,1,,1,T
j,2,2862,1965,2,1,T,1,,1,T
r,7,5462,5994,5,1,T,1,,1,T
q,y,2681,4454,8,1,T,1,,1,T
f,t,3291,1766,0,1,T,1,,1,T
q,u,8534,7114,8,1,T,1,,1,T
g,i,3850,7669,5,1,T,1,,1,T
q,2,5931,869,3,1,T,1,,1,T
p,0,6935,2383,10,1,T,1,,1,T
y,1,2156,3664,1,1,T,1,,1,T
j,6,8288,5518,1,1,T,1,,1,T
o,q,4322,6257,0,1,T,1,,1,T
v,p,5921,7399,6,1,T,1,,1,T
r,4,3064,2463,9,1,T,1,,1,T
y,t,6632,4556,8,1,T,1,,1,T
w,u,5070,7392,4,1,T,1,,1,T
l,t,6451,3070,10,1,T,1,,1,T
s,3,1027,7674,4,1,T,1,,1,T
v,2,8705,6643,1,1,T,1,,1,T
t,8,406,7151,0,1,T,1,,1,T
j,r,1391,5870,1,1,T,1,,1,T
d,t,8055,975,3,1,T,1,,1,T
u,2,4043,116,3,1,T,1,,1,T
n,o,4385,4912,5,1,T,1,,1,T
a,2,908,6101,0,1,T,1,,1,T
b,2,1876,5959,1,1,T,1,,1,T
x,y,6926,9447,6,1,T,1,,1,T
q,w,5853,3392,10,1,T,1,,1,T
q,6,5280,761,9,1,T,1,,1,T
i,0,9463,4058,3,1,T,1,,1,T
b,4,2288,7959,10,1,T,1,,1,T
m,9,144,717,7,1,T,1,,1,T
i,p,1809,2629,0,1,T,1,,1,T
u,2,6198,1377,4,1,T,1,,1,T
e,y,3604,3191,2,1,T,1,,1,T
s,y,5276,6453,7,1,T,1,,1,T
f,4,7002,341,9,1,T,1,,1,T
k,r,7345,8195,3,1,T,1,,1,T
h,1,8278,3093,6,1,T,1,,1,T
o,i,6626,4882,10,1,T,1,,1,T
n,0,8477,4378,1,1,T,1,,1,T
d,o,6342,5077,4,1,T,1,,1,T
w,4,2770,8031,9,1,T,1,,1,T
s,4,4149,1094,9,1,T,1,,1,T
u,7,4009,6882,4,1,T,1,,1,T
s,5,4088,8207,2,1,T,1,,1,T
b,7,8498,8104,1,1,T,1,,1,T
x,7,3737,7887,4,1,T,1,,1,T
e,5,6863,6474,9,1,T,1,,1,T
y,w,3122,3595,8,1,T,1,,1,T
a,8,9032,3505,0,1,T,1,,1,T
x,e,5682,2819,5,1,T,1,,1,T
o,i,9995,9860,7,1,T,1,,1,T
a,q,6047,6441,1,1,T,1,,1,T
c,p,8282,2474,6,1,T,1,,1,T
k,8,8455,4135,5,1,T,1,,1,T
l,4,1758,4449,7,1,T,1,,1,T
q,7,5870,6286,10,1,T,1,,1,T
w,r,1946,2716,9,1,T,1,,1,T
n,t,6975,5076,3,1,T,1,,1,T
e,7,1421,1915,4,1,T,1,,1,T
n,4,1418,7760,2,1,T,1,,1,T
i,q,6431,5331,8,1,T,1,,1,T
s,t,5015,9216,3,1,T,1,,1,T
v,p,1305,6424,6,1,T,1,,1,T
s,0,9822,3451,9,1,T,1,,1,T
h,q,1458,999,9,1,T,1,,1,T
i,3,5844,2121,3,1,T,1,,1,T
j,5,4229,3179,5,1,T,1,,1,T
q,q,9472,6625,0,1,T,1,,1,T
n,1,3947,5974,8,1,T,1,,1,T
y,6,2425,8833,2,1,T,1,,1,T
t,5,8524,7547,5,1,T,1,,1,T
c,p,478,6579,6,1,T,1,,1,T
e,2,6499,5624,5,1,T,1,,1,T
l,7,2720,4550,5,1,T,1,,1,T
z,i,1076,5071,3,1,T,1,,1,T
w,w,3965,2714,4,1,T,1,,1,T
m,w,1668,3138,2,1,T,1,,1,T
i,7,4149,7184,7,1,T,1,,1,T
y,y,9630,1634,10,1,T,1,,1,T
f,o,2890,2423,9,1,T,1,,1,T
t,p,3237,4991,3,1,T,1,,1,T
w,0,9718,5755,1,1,T,1,,1,T
c,w,7875,7534,9,1,T,1,,1,T
u,9,5720,2118,10,1,T,1,,1,T
h,9,9570,6936,1,1,T,1,,1,T
t,7,9680,8167,6,1,T,1,,1,T
f,8,6938,3848,6,1,T,1,,1,T
p,6,6890,7106,10,1,T,1,,1,T
w,7,1904,8733,3,1,T,1,,1,T
l,1,5504,4856,4,1,T,1,,1,T
b,3,4891,5405,0,1,T,1,,1,T
p,y,2553,851,1,1,T,1,,1,T
n,r,7893,8479,6,1,T,1,,1,T
m,i,2891,636,10,1,T,1,,1,T
c,1,9917,701,5,1,T,1,,1,T
t,2,6078,2813,8,1,T,1,,1,T
z,2,6159,8753,7,1,T,1,,1,T
y,r,2290,8999,10,1,T,1,,1,T
q,4,9525,3451,10,1,T,1,,1,T
x,e,5009,3115,1,1,T,1,,1,T
h,p,9060,2967,8,1,T,1,,1,T
n,9,7687,4342,2,1,T,1,,1,T
g,t,613,2261,8,1,T,1,,1,T
w,1,3317,8062,9,1,T,1,,1,T
h,8,8638,9673,4,1,T,1,,1,T
q,p,212,5841,1,1,T,1,,1,T
k,w,8968,4801,5,1,T,1,,1,T
g,i,9795,9917,5,1,T,1,,1,T
f,q,4865,5616,10,1,T,1,,1,T
c,1,7988,1703,1,1,T,1,,1,T
t,1,101,9046,9,1,T,1,,1,T
n,i,2733,3840,2,1,T,1,,1,T
v,9,7343,8009,9,1,T,1,,1,T
j,o,2985,1835,8,1,T,1,,1,T
r,r,7736,864,2,1,T,1,,1,T
n,t,3717,3473,7,1,T,1,,1,T
j,p,5690,6648,3,1,T,1,,1,T
t,6,2096,7578,5,1,T,1,,1,T
o,r,6252,228,9,1,T,1,,1,T
y,y,7140,9519,10,1,T,1,,1,T
x,q,9071,657,3,1,T,1,,1,T
c,4,7118,6120,4,1,T,1,,1,T
b,w,1957,5169,2,1,T,1,,1,T
s,2,342,4373,3,1,T,1,,1,T
x,r,3750,5804,10,1,T,1,,1,T
u,u,3529,4255,8,1,T,1,,1,T
y,4,2157,7778,4,1,T,1,,1,T
s,u,2095,4878,2,1,T,1,,1,T
h,9,4453,9262,0,1,T,1,,1,T
m,y,5973,6154,9,1,T,1,,1,T
j,1,7645,9185,1,1,T,1,,1,T
t,r,290,8500,5,1,T,1,,1,T
a,r,3477,5526,6,1,T,1,,1,T
x,i,2034,2455,4,1,T,1,,1,T
p,t,1215,5243,4,1,T,1,,1,T
n,i,2273,8178,9,1,T,1,,1,T
x,1,495,1212,10,1,T,1,,1,T
u,3,7104,5689,10,1,T,1,,1,T
d,2,7865,9399,2,1,T,1,,1,T
b,7,2980,6655,5,1,T,1,,1,T
f,i,6378,6645,9,1,T,1,,1,T
t,6,9534,170,9,1,T,1,,1,T
q,q,5455,4059,6,1,T,1,,1,T
w,9,2546,2704,7,1,T,1,,1,T
e,q,9751,6971,0,1,T,1,,1,T
z,7,9376,1298,5,1,T,1,,1,T
h,p,4545,8498,9,1,T,1,,1,T
u,2,8737,3815,6,1,T,1,,1,T
c,5,5244,5921,10,1,T,1,,1,T
w,7,7227,3861,8,1,T,1,,1,T
z,r,6011,3404,10,1,T,1,,1,T
l,0,2684,4788,8,1,T,1,,1,T
l,3,6844,5928,2,1,T,1,,1,T
t,w,1284,4210,8,1,T,1,,1,T
r,2,5380,8712,7,1,T,1,,1,T
v,i,6990,8564,5,1,T,1,,1,T
a,u,9620,3857,8,1,T,1,,1,T
b,w,70,3645,5,1,T,1,,1,T
r,5,2393,4399,0,1,T,1,,1,T
q,2,9553,7968,7,1,T,1,,1,T
q,5,8907,781,10,1,T,1,,1,T
o,p,9562,8182,0,1,T,1,,1,T
l,q,6674,8690,5,1,T,1,,1,T
e,7,6409,7297,3,1,T,1,,1,T
h,w,2342,6137,2,1,T,1,,1,T
d,e,1295,2287,10,1,T,1,,1,T
h,4,6380,435,9,1,T,1,,1,T
a,8,6854,4928,3,1,T,1,,1,T
z,1,9805,8486,7,1,T,1,,1,T
i,3,8662,3126,10,1,T,1,,1,T
z,3,2040,6324,8,1,T,1,,1,T
o,w,9898,756,8,1,T,1,,1,T
u,4,9995,2554,6,1,T,1,,1,T
i,p,6136,9562,8,1,T,1,,1,T
f,9,7830,8333,7,1,T,1,,1,T
n,9,708,7225,7,1,T,1,,1,T
v,8,9612,7251,9,1,T,1,,1,T
f,y,5358,4049,7,1,T,1,,1,T
a,e,9529,9605,9,1,T,1,,1,T
k,e,1806,732,10,1,T,1,,1,T
i,5,811,9874,10,1,T,1,,1,T
n,u,6670,2234,9,1,T,1,,1,T
t,u,1575,3365,7,1,T,1,,1,T
d,q,8776,8199,6,1,T,1,,1,T
v,6,3760,1774,2,1,T,1,,1,T
w,t,1641,5794,8,1,T,1,,1,T
z,3,8839,4046,6,1,T,1,,1,T
x,1,9845,2863,8,1,T,1,,1,T
s,u,7255,7180,5,1,T,1,,1,T
h,1,3144,3800,1,1,T,1,,1,T
e,i,2791,3503,10,1,T,1,,1,T
q,7,7202,9900,4,1,T,1,,1,T
g,1,6248,5138,4,1,T,1,,1,T
j,3,4306,1122,4,1,T,1,,1,T
w,0,9438,3199,4,1,T,1,,1,T
m,3,1683,6771,5,1,T,1,,1,T
r,0,8915,4360,10,1,T,1,,1,T
h,o,5487,6030,5,1,T,1,,1,T
r,1,8484,9486,9,1,T,1,,1,T
x,r,9093,2887,0,1,T,1,,1,T
j,w,8743,5465,2,1,T,1,,1,T
i,6,4394,6572,2,1,T,1,,1,T
k,w,480,0,7,1,T,1,,1,T
r,e,1531,8374,6,1,T,1,,1,T
p,t,4838,9498,7,1,T,1,,1,T
f,w,5656,8558,3,1,T,1,,1,T
e,6,6056,4288,2,1,T,1,,1,T
e,u,8402,966,10,1,T,1,,1,T
d,t,3524,4191,5,1,T,1,,1,T
g,e,3062,4266,4,1,T,1,,1,T
d,u,7749,8168,10,1,T,1,,1,T
r,4,8820,5338,10,1,T,1,,1,T
o,e,8537,2098,9,1,T,1,,1,T
c,r,7770,9498,9,1,T,1,,1,T
s,y,8625,3357,6,1,T,1,,1,T
k,0,9331,2744,8,1,T,1,,1,T
x,5,9165,885,2,1,T,1,,1,T
w,9,4157,6001,4,1,T,1,,1,T
v,o,332,1243,2,1,T,1,,1,T
w,4,7295,9152,9,1,T,1,,1,T
m,4,9388,4286,3,1,T,1,,1,T
k,p,3028,4001,5,1,T,1,,1,T
h,8,2420,2031,9,1,T,1,,1,T
o,o,633,4336,8,1,T,1,,1,T
n,1,4410,2183,9,1,T,1,,1,T
f,i,1991,8188,3,1,T,1,,1,T
d,2,9892,3718,4,1,T,1,,1,T
y,3,2994,1782,3,1,T,1,,1,T
f,3,9934,4382,7,1,T,1,,1,T
c,i,7544,1191,6,1,T,1,,1,T
e,q,6428,6272,5,1,T,1,,1,T
d,r,5776,7500,5,1,T,1,,1,T
g,8,9065,7140,4,1,T,1,,1,T
a,u,2583,6107,10,1,T,1,,1,T
g,i,8267,1201,0,1,T,1,,1,T
z,7,6187,9568,5,1,T,1,,1,T
y,e,8356,3962,8,1,T,1,,1,T
y,o,7423,1500,6,1,T,1,,1,T
v,1,6739,715,5,1,T,1,,1,T
i,w,4913,7318,8,1,T,1,,1,T
o,i,5366,4536,3,1,T,1,,1,T
y,3,5712,619,5,1,T,1,,1,T
r,3,3397,8001,2,1,T,1,,1,T
f,p,8899,950,10,1,T,1,,1,T
q,y,5821,7233,7,1,T,1,,1,T
j,p,3430,254,6,1,T,1,,1,T
a,9,5252,305,0,1,T,1,,1,T
i,t,8489,4129,6,1,T,1,,1,T
s,o,8455,9399,8,1,T,1,,1,T
a,9,9611,8303,5,1,T,1,,1,T
v,6,5839,6697,8,1,T,1,,1,T
q,i,8492,2452,8,1,T,1,,1,T
z,3,6709,4731,5,1,T,1,,1,T
